text,labels,id,created_at
ODP - Breaking out from resistance  ,1,,
"$PEP enters an Uptrend because Momentum Indicator exceeded the 0 level on June 16, 2020. View odds for this and other indicators: https://t.co/zS9Xcvnzku #Pepsi #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/yJhUEHqj8I",,554912.0,2020-06-17 15:43:32+00:00
"RT @Reveretrading: June 26 Plan 📌🙏
 
*Click on Picture to Expand* 

Please like or share, I appreciate the feedback you guys give me

https…",,677527.0,2020-06-26 08:38:53+00:00
"Oh, and 1st comment on my user post from a guy with 45 target for MSFT ... BY END OF Q2!!! A tad aggressive?  ",-1,,
X option trader appears to have put on 9k bearish put spreads in the Jul 20-13 puts against lower open interest in both strikes. Pos. hedge,-1,,
"spy 4pm update 6/30/20...Bulls with an absolute rip roaring repeat of ye... https://t.co/GRfrqk87XT via @YouTube

Spy 🐃🐃rip roar their way to a strong quarter and half year end!! https://t.co/uxkBQYw5If #es #spy #options #stocks #futures",,713239.0,2020-06-30 20:30:15+00:00
The front surfaces of these valve plates are directed towards each other .,0,,
$AMZN want in!  Finally!  We got a runner! https://t.co/P1tyfGUfCU,positive,424879.0,2020-06-05 16:15:01+00:00
user check out CNN reporters finishing up successful TSA drive from DC to Boston.  Prob have cameras in car  ,1,,
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",1,,
Nice triangle b-out here decent risk reward w/ stop inside apex S AAP #Sprint SPX NDX  VZ T  ,1,,
Advanced Micro Devices $AMD Given “Hold” Rating at Sanford C. Bernstein https://t.co/v6fUJ3hy4f #stocks,,116076.0,2020-04-18 00:42:17+00:00
"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor .",1,,
"New 6-Month Lows (Top 10): $HTZ -16.160%, $SHIP -10.970%, $JCP -10.910%, $EVC -10.670%, $RESI -9.380%, $MAGS -9.120%, $SMHI -8.100%, $HJV -6.770%, $GTYH -6.540%, $SBLK -6.370%
 #stocks #stockmarket #stockstowatch https://t.co/qdE4BxCrA5",negative,275118.0,2020-05-05 23:30:59+00:00
"RT @OfficialMining: Keller Williams Miller | Addresses the Nation about the ongoing Crisis in the United States.  

https://t.co/IahqFxX4ew…",,587891.0,2020-06-19 10:35:24+00:00
FBHS - another #3WeeksTight. Tons of these out there right now  ,1,,
"AAP trading close to point&figure trend line support. Next target is 470, at trend support.  ",-1,,
"Sensex opens 37 points higher, Nifty at 8,584 as markets start day on a flat note amid weakness in global equities… https://t.co/p6N3W7Q7BN",1,,
GPN close to magic 5.40 may popski to new levels trending trade,1,,
"DNDN, turning green bull hammer close",1,,
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,1,,
OCZ long with a tight stop.  lets see if it has the momo to go,1,,
"RT @SquawkCNBC: Johnson &amp; Johnson says it plans to enter Phase 1 human trials of #COVID19 vaccine next week, CFO Joe Wolk says, adding manu…",,934866.0,2020-07-16 11:17:32+00:00
"user: AX looks good for higher prices, gapped above base and held, updated 30 min view:  ",1,,
"RT @Lakshmi_888: #SPX $SPX #ES_F #Dow $NQ $RUT #DAX #FTSE $ES_F $Dow

Few pis got blocked last wk after passing my levels of as theirs

All…",,129442.0,2020-04-20 15:48:06+00:00
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",-1,,
"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .",1,,
"V so far found support on the ceiling of the old channel, will look good if it holds above it  ",1,,
RT @boikanyogroup: Is It Time to Buy Brookfield Renewable Stock? @themotleyfool #stocks $BEP $TERP https://t.co/nFvsOeNMwl,,643110.0,2020-06-24 14:10:56+00:00
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",-1,,
The main strength of the cooperation project lies in merging the know-how of two large companies .,1,,
"$SPY $SPX $QQQ $NDX  $IWM $RUT $TSLA $AMZN $AAPL $MSFT $GOOGL $DIA $DJIA $SPX_F $ES $NQ $YM
@hyumiAlert: AKAM, NFLX, AAPL were added to Puts_Bearish_Stock(20%SL).",,213386.0,2020-04-27 17:58:23+00:00
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,1,,
A Tale of Two Stocks  AAP GOOG SPY QQQ,1,,
"Sensex, Nifty Surge For Third Straight Day Led By Banking Shares
https://t.co/jsKTQQdZiC",-1,,
"Sensex, Nifty lose early gains
#Nifty #Sensex #nifty50 #NIFTYFUTURE #StockMarket #stockstowatch #markets #Sharemarket #coronavirus #CoronavirusOutbreak @stoktalk_ #BSE #NSE  #Stock2020 #StocksToTrade #Bears #stocks 
https://t.co/SYu6iXMhwO",negative,135344.0,2020-04-20 05:39:24+00:00
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",1,,
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,0,,
KEYTRUDA® plus LENVIMA® Combination Demonstrated Clinically Meaningful Tumor Response Rates in Unresectable Hepatocellular Carcinoma and .. $MRK https://t.co/RgI42xkX7S,,335363.0,2020-05-28 22:38:22+00:00
"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",0,,
"Tikkurila has an interesting growth strategy , which we support .",0,,
RT @FactSet: The forward 12-month P/E ratio for $SPX of 21.8 is well above the 5-year average (16.9) and the 10-year average (15.2). https:…,,771138.0,2020-07-05 23:49:34+00:00
AAP this is the best graph shows mode.. we are now in despair heading towards mean (500 ish IMHO)  ,1,,
DA volume decreasing looking for start of the red bar sequence,-1,,
"RT @TriggerTrades: $SPX Analysis in Under 2 Minutes!

If I should do more of these Like ❤️+ RT 🔄 so I know

$SPY $ES_F https://t.co/TznoR0G…",neutral,590528.0,2020-06-19 02:51:12+00:00
There are arguments for American banks both to suspend and to keep their dividend payouts. But the degree of creditâ€¦ https://t.co/a30vacnv70,1,,
"Taubman Centers, Inc. $TCO Sees Significant Growth in Short Interest https://t.co/TLR0xAy6Qv #stocks",,601231.0,2020-06-21 13:52:47+00:00
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",1,,
RT @GerberKawasaki: Investors. Be very careful here. Please listen. I’ve done this my whole life. I’m considered a bull.  What I’m seeing f…,,649101.0,2020-06-25 23:57:00+00:00
CEE short entry here 44.36,-1,,
Don't get me wrong buying into earnings was a mistake  what I read over 2billion in evenues nothing to scuff  CST,1,,
Productional situation has now improved .,1,,
QCOM is really getting interesting. Might see new highs really soon.,1,,
STEM starting its climb back up,1,,
SQNM trying to bounce needs better volume,1,,
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",1,,
Huawei somehow have something with the $T OI imbalance? https://t.co/fWucXfFhL0,,797962.0,2020-07-07 15:00:14+00:00
BAC Here comes another push higher! JPM calls being bought today too? BAC more bang for the Buck!,1,,
"HES broke intraday bollinger band top, now c&h & holding above resistance- watch for intraday b/o  ",1,,
The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,0,,
`` Residentialconstruction in particular has picked up in several markets .,1,,
"RT @WingGirlTrade: SWING TRADING in this unbelievably good market

Highly recommend this FREE ""Swing Trading Strategy"" ebook from the profe…",positive,890675.0,2020-07-14 22:28:04+00:00
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,0,,
ZN_F ticking up.. I'd be a seller of SDJPY here (*if I weren't already)...,-1,,
"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",1,,
"ZNGA Still shows red and dead on a enko view, PF Box size 0.25  ",-1,,
"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",0,,
SEV needs a little bump to get it moving up again.,1,,
RT @SeekingAlpha: $LULU - Lululemon: Running Towards Success. https://t.co/QOqNIuLzQH #stocks #business #stockmarket,positive,184851.0,2020-04-24 18:02:00+00:00
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",0,,
"CEG daily rejected at Fibextension of the bat, with short ter h+s. Wait to setup user   ",-1,,
"My spot on y u wanted to avoid AAP pre-earnings w/ user yahoofinance. Starts at 2 min mark, posted yesterday.   ",-1,,
"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .",0,,
"https://t.co/fg2bRlk9E3 #Potcasts for June 22:  #Cannabis News and #Stocks on the Move; (CSE: $LIB.C) (NASDAQ: $NEPT) (TSX: $NEPT.TO) (TSXV: $N.V) (CSE: $BILZ.C) (NYSE: $IFF) (TSXV: $NRTH.V) (TSX: $AVCN.TO)
https://t.co/bxo6GPk0dW https://t.co/0kCpPpiN94",,605533.0,2020-06-22 21:01:13+00:00
"PX - ong  9.01. Moved the Trailing Stop to 13.30 from 3 Stops of 9.01, 7.78 & 6.55 -  ",1,,
Why health care stocks down today? Any thoughts? @berthacoombs $UNH $HUM $ANTM $CI,,96627.0,2020-04-17 18:47:52+00:00
RT @5stocksinto: 5 Chinese Stocks Into Smart Phones https://t.co/vZfDTXMTey #China #Smartphones #Stocks #Investment #digital #technology #g…,,835954.0,2020-07-09 04:56:41+00:00
FFIV looking for  a quick move to support at 86 especially if SPY lead the way down,-1,,
"RT @breadboxalerts: Day In Review - 7/13

Join us and get 25% off your 1st month

https://t.co/6ApU6Begvi

$AAPL $AMD $AMZN $BA $BYND $CGC…",,872082.0,2020-07-13 21:18:25+00:00
RT @crosshairtrader: GOOD MORNING!  Be aware of what is unknowable and unpredictable.  $SPY #stockmarket #stocktrading #stocks #trading #mo…,,801409.0,2020-07-07 11:11:26+00:00
GMC CST report after the bell expecting a #SFY type of quarter out of both. NOT TADING INTO EANINGS WI ONY TADE THE EACTION,1,,
Scanfil expects net sales in 2008 to remain at the 2007 level .,0,,
Heard on the Street: Beijing has been more restrained with monetary policy in the coronavirus crisis than Washingtoâ€¦ https://t.co/DKPQAqjEki,1,,
"RT @Fibonacciqueen: This is what the Fibonacci breakout room looks like. We had a couple of good setups today that triggered.
#FibonacciQue…",,382390.0,2020-06-02 21:52:58+00:00
"RT @facts_tesla: On $TSLA's 10-year anniversary as a public company, its market cap nearly caught Exxon-Mobil's, which was 123 times bigger…",neutral,697575.0,2020-06-29 20:43:15+00:00
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,0,,
"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW",neutral,758107.0,2020-07-02 02:13:31+00:00
Only a rise towards 480 can confirm the new bottom of AAP  ,1,,
user: long a few NFX 100 calls at .27 expire tomorrow out at .40 +48% no need to be greedy with them expiring tomorrow,1,,
"RT @MadMraket: $NIO  

Look  at the volume:

Volume      305,630,352
Avg. Volume79,413,532 

10X more than $AAPL 

AMAZING !!! 

----------…",,823936.0,2020-07-09 20:19:16+00:00
"“Mr Wonderful”: Buy $GLD @CNBC

$work $docu $okta $msft $aapl $fb $amzn $nflx $googl $spot $twlo $twtr $uber $lyft $w $rh $lulu $mu $nvda $iwm $tlt $f $ge $dis $ndx $zm $wix $tsla $crm $akam $ibm $intc $spce $adbe $msft $amd $pton $grub $w $t $c $m $f $x $v $ma $tlry $cgc $ibb https://t.co/OT6a9Q04X0",,838623.0,2020-07-10 23:13:27+00:00
Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,0,,
ENOC taking more off here,1,,
"JCP J. C. Penney tgt to 22 from 25 at Citigroup, tgt to 15 from 18 at JPMorgan following earnings - Short JCP",-1,,
"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years .",0,,
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",1,,
"In addition , MIDs are always online and enable full Internet browsing .",0,,
The operating margin came down to 2.4 % from 5.7 % .,-1,,
"RT @spotgamma: Here is what deltas look like into OPEX tomorrow. Not March size, but larger than Feb. $SPX https://t.co/9sWLePesZs",,87197.0,2020-04-16 14:08:46+00:00
bought some C today.,1,,
"Intraday statistics with historical direction for 14 different instruments.
#forextrading #DAX #SP500 #DJIA #natgas #Brent #crude #WTI #ftse100 #nikkei #GOLD #NASDAQ100 #EURUSD #Statistics  #investments #stocks #trading #StockMarket #commodity #Commodities #Futures https://t.co/pF6KzoQfLQ",negative,795182.0,2020-07-07 17:36:02+00:00
Which Of These Beaten Down Marijuana Stocks Will Recover In July #cannabis #marijuanastocks #recover #stocks #July https://t.co/67kSrDBFUU,,714459.0,2020-06-30 19:29:03+00:00
ASTX perfect follow through day...   ,1,,
"Ethanol would be made from barley , and production could start in 2008 .",0,,
"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",,725972.0,2020-06-30 02:08:03+00:00
"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",0,,
GOOG is now doomed user is calling it COO! SE SE SE,-1,,
"AAP, More like crapple as one student said today. Bearish with a move lower tomorrow. It's failing exactly where I thought it would.",-1,,
DDD looks an easy short,-1,,
RT @5stocksinto: 5 Indonesian Stocks Into Garments https://t.co/0lxN5pe3qJ #Indonesia #Textiles #Stocks #Investment #IDX #Garments #Apparel…,,855452.0,2020-07-11 21:38:22+00:00
AAP I can't remember another time I was so happy on a 10 move .. it has been so dark here,1,,
"RT @Callum_Thomas: 7. Institutional investors continue to cast a vote of no-confidence on risk assets though...

(SSICI: readings &gt;100 indi…",,520041.0,2020-06-14 04:48:06+00:00
Bot EC at 2.65,1,,
user: tour de AAP gap fill  ast gap of hope filled,-1,,
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",1,,
+$368 - $AMZN $BA - In premarket ! saw that $AMZN received a huge upgrade from Needham. I was looking for a long once the morning profit taking took place. I entered and sold when I was happy with profits. I’ve been… https://t.co/xnpIdMPiTN,positive,556615.0,2020-06-17 14:00:45+00:00
RT @SorabNY: Today’s profit $544  $spy $spx $tsla $ba $amzn #Daytrading  #News #Invest #investing #Finance #Money #Life #NewYork #wallstree…,,564342.0,2020-06-18 21:23:22+00:00
AAP BTO 430 Puts,-1,,
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,1,,
AAP Just pulled the trigger on Jan 2015 430 65 sold thursday 430's  for 4.5! in the ONG game now,1,,
CO pointed out this wknd - huge Outside Day - Bearish Engulf took out all of Jan's gains. Watch.  ,-1,,
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",1,,
"AAP all buyers, no sellers into the tube we go... death by decay",1,,
"Finnish heat-retaining fireplaces maker Tulikivi Oyj said on August 29 , 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest 's corporate structure .",0,,
Selling your home to a computer was supposed to be the future. But that was before the coronavirus pandemic. https://t.co/3EK1wJSvFs,-1,,
HPQ is 17.50 too much to ask for tomorrow??? :),1,,
RT @RichLightShed: Just spoke to union leaders representing Walt Disney World cast members in Orlando - Confirmed that Disney is NOT testin…,,711546.0,2020-06-30 22:53:08+00:00
"Oh QCOM, you are a thing of beauty!",1,,
"Buy $GLD: “Mr Wonderful” @CNBC

$spx $spy $qqq $aapl $tsla $fb $nflx $btc $amzn $zm $tlt $xom $xle $ba $f $fb $twtr $vix $dxy $uup $gdx $slv $spce $usdjpy $eurusd $jpm $gs $c $xlf $gold $nem $ms $cs $wfc $axp $ma $v $bac $etfc $td $work https://t.co/yDrm2KpN02",,916490.0,2020-07-15 13:07:44+00:00
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",0,,
"GEO nice pop this morning, moving stop up to breakeven  ",1,,
APO good volume bounce; entry 22.19 stop 20.50  ,1,,
AAP next stop = 430,-1,,
"RT @OptoCMC: 📈10 small-cap values stocks to watch, with @OptionsHawk 

#stocks #value #Covid_19 #coronavirus 

https://t.co/30KoewBvUB http…",neutral,190669.0,2020-04-24 11:43:46+00:00
WFC - Nothing. Still watching for a buy signal. More here ->  ,1,,
"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",0,,
The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,1,,
"In this market, gaining 12.8% for the 12 months makes you the top stock-fund manager https://t.co/aVQ9SiucK7",1,,
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+Æliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",0,,
"BAC when she loses the 50 day, the whole market goes imo...",-1,,
$FB 5-minute setup here for 230 b/o,,340185.0,2020-05-28 16:31:46+00:00
"Re-Open. Re-Close...no wait! Re-Open....

On July 1, #Apple ( $AAPL ) said it would RE-CLOSE 30 MORE stores it had ALREADY re-opened. Huhh? 

New #COVID19 cases are being racked up heavily in #Arizona, #Florida, #Louisiana &amp; #California 

https://t.co/gaB7sXo6Nm https://t.co/Ya1e12nbF0",,833391.0,2020-07-09 11:36:33+00:00
"Tuesday With Dow closing -632 we close +67,456 with $UVXY $TVIX $SCO etc  #stocks https://t.co/CRUDxjhG0F",,137617.0,2020-04-21 22:59:48+00:00
MTX attacking multi year highs - entry 14.94 stop 14.00  ,1,,
P is breaking out.  ,1,,
AAP Anyone have any suggestions for bullish positions assuming 5% increase after earning? 530 long calls seem to have limited upside.,1,,
WFM - not getting much lift from the rally - looking like a possible bear flag - adding to short,-1,,
"RT @DrewSpavy: The space industry is growing rapidly. Here's a few stocks for thought...

#space #investing #stocks #StockMarket #FutureTec…",positive,449399.0,2020-06-08 19:40:49+00:00
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",0,,
"user The day of the MA IPO I tripled my position at 42 (IPO priced at 39) never touched it since, probably my best stock move ever...",1,,
"CSX enko view, PF Box size = 1,  VEY bullish above 21, coal stocks confirming move on rails.  ",1,,
AAP emember last Friday in the last 5 minutes APP Collapsing !,-1,,
"RT @leadlagreport: Analysts are bullish, expecting the $SPX to rally to above 3200 within 12 months #stocks #markets #economy #investing #f…",,96569.0,2020-04-17 18:52:53+00:00
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",1,,
AAP Full Stoch analysis yesterday   ,-1,,
"Will start Live streaming charts every Friday morning on the opening bell. 

#Bitcoin , #stocks  all of that",neutral,513640.0,2020-06-13 03:03:37+00:00
"Date : 06/24/2020
Time :  03:32 PM
Ticker : $AGNC
Exp :  07/17/20
Strike :13
Spot : 12.87
Contracts : 1000 @ 0.37
Premium : $37K
Type : BLOCK
 #trading #inversion  #Nasdaq
#COVID19 #stocks #Fed $ROKU $AMZN $APPLE $SQ $SPY",,637149.0,2020-06-24 19:33:59+00:00
"According to Finnish financial services group Sampo 's CEO , Bj+¦rn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",0,,
Short Interest in Vista Gold Corp. $NYSEAMERICAN:VGZ Grows By 19.7% https://t.co/vjbVaDN2oZ #stocks,,589516.0,2020-06-19 06:07:29+00:00
AAP 458 PM good start for the bear :),-1,,
xrx golden crossing imminent 50sma and 200sma,1,,
EV buying on this pullback of this strong stock; entry 39.74 stop 38.02,1,,
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,1,,
HAO like it on a pop over 6 w vol,1,,
Citigroup Cuts The Coca-Cola $KO Price Target to $51.00 https://t.co/MVWm3MumKo,,206378.0,2020-04-26 14:29:05+00:00
"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .",1,,
user I'd be afraid to short AMZN - they are looking like a near-monopoly in eBooks and infrastructure-as-a-service,1,,
ANY looking good for 22.50 calls :),1,,
DGI DDD both acting strong ending at hod with decent volume at the end.,1,,
AF - engulfing about to take out tuesday candle   ,-1,,
"Wholesale inflation at 1% in March amid coronavirus crisis, as against 2.26% in previous month",-1,,
AMI taking some off here,1,,
Is Carvana The Amazon Of Cars? @themotleyfool #stocks $CVNA $AMZN $BKS $SE https://t.co/7b5AfqxrZc,,700268.0,2020-06-29 18:18:09+00:00
MGM up 3.06%,1,,
"part of $WACT - $WMT $AMZN $COST $TGT 👍

cc: @BobbyAxelrod__ @jimcramer @MadMoneyOnCNBC @JeffMacke https://t.co/pzBm1K3rMH",,48993.0,2020-04-14 19:26:37+00:00
"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",0,,
RT @theflynews: Apple price target raised to $400 from $310 at Citi $AAPL https://t.co/P4fA3d7AZ5,,545610.0,2020-06-16 10:38:09+00:00
I'm heavily betting into SYX for Monday's earnings.   ,1,,
"CAT Trap door will open soon imo, now German GDP Weakening, say goodbye to any growth!",-1,,
Disney earnings are out — here are the numbers from @CNBC $dis $nflx $roku https://t.co/4T6TbgPDYT,,278896.0,2020-05-05 20:07:07+00:00
"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",0,,
"So, $SPX 

(+) saved the flag
(+) didn't fill the gap

(-) lost 15MIN 100SMA 
(-) lost 5EMA 
(-) lost 2869 gap fill support above. 

That'll do pig, that'll do... https://t.co/wdVegOleZP",,292033.0,2020-05-06 20:04:27+00:00
"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .",1,,
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",1,,
The #SEC should launch an #investigation into #Citron This company eleased inaccurate information on DDD They only short sell to profit,1,,
"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",1,,
"Sensex ends 1,028 points higher, Nifty settles at 8,598 as markets rise nearly 4% on last day of financial year 201… https://t.co/OfBlLb5Thm",1,,
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+Ænsi-Kalkkuna to produce turkey meat .,1,,
RT @carlquintanilla: MORGAN STANLEY: “Air quality data from 4 major Chinese manufacturing locations suggests that device production remains…,,158285.0,2020-04-22 14:22:12+00:00
"RT @DeItaOne: SEN. JOSH HAWLEY IS REQUESTING THE DOJ OPEN A CRIMINAL ANTITRUST INVESTIGATION INTO AMAZON -- LETTER
$AMZN",,234420.0,2020-04-28 09:56:01+00:00
"BYD starting to work, 6.88 stop",1,,
"CVI starting with a clean book, making first buy of the yr - entry 49.54 stop 47.43  ",1,,
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",1,,
user: AAP user  take some of that left over cash and buy 6X 450 Jan 2015's 60.,1,,
AAP To much peaks on either side (up or Down) #Broken Good 4 Trade but not for investment IMHO,-1,,
"RT @MaxNisen: Still extremely early and don't know if it'll work in the real world, but $PFE/$BNTX vaccine data showing what you want in a…",positive,737063.0,2020-07-01 13:38:35+00:00
"no change to holdings but did trimmed $CHFS when it spiked to 0.48 late last week.
5/6 Holdings
$CPRX
$SRPT
$APTO
$CHFS
$HD
$AMAT",,291653.0,2020-05-06 20:29:47+00:00
"user:  Somebody explain to me why, AAP has user on its board? Best snake oil salesman in the world went from 2M-500M 10 yrs",1,,
FS obama speech tonight moving it on up in channel - squeeze continues,1,,
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .,0,,
"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",0,,
$HPE - Hewlett Packard Enterprise's Silver Peak Acquisition Is Cause For Optimism. https://t.co/UIB0QkOozb #stocks #business #investing,,889856.0,2020-07-14 23:50:31+00:00
SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,0,,
Tackling $JPM bank earnings without bagels is like a morning without a sunrise.,,59251.0,2020-04-14 11:14:12+00:00
"Equity Alpha: user F looks like its bottomed and ready to go over 13. If breaks, look for 14+   ",1,,
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,0,,
EW Into gap Over 95.00  ,1,,
A reason you donâ€™t panic with your 401(k) when stocks plunge: The Dow is up 13% from its low https://t.co/DBPMUsCOF3,1,,
RT @OphirGottlieb: $AAPL Can Apple's Services Revenue Double Again? https://t.co/nqkV6l6PDM,,362227.0,2020-05-30 14:18:55+00:00
RT @BMTheEquityDesk: When markets rise experts say ‘liquidity’ when they fall they say ‘second wave’; if they fall more then ‘economy’ if t…,,589124.0,2020-06-19 07:33:19+00:00
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",0,,
"EPS still think there is a better than 50% chance it tags 8, but moving stop on rest to 7.35",1,,
S have anyone noticed the HGE volume today? If this thing pushes through 6 today we might have a runner for next week.,1,,
28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .,0,,
Helped my brother buy BGS & AAP yesterday. F last week. Better cash in a free dinner while I'm hot.,1,,
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",1,,
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,-1,,
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",-1,,
BAC user Hope for a consolidation at this level if it drop it will stop to 11 support. Nxt 4-5 day s to come back to12 IMHO.,1,,
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .",0,,
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,-1,,
Espoon kaupunki awarded contracts for personal care products .,1,,
"NFX Mar 205C (Mar 8th expiry), TOS shows it firing at the bid (1.50 x 1.53), but sorry folks, BOT!  ",1,,
TIBX getting some love today...gap fill around 25  ,1,,
`` Stonesoft sees great promise in the future of IPv6 .,1,,
"THO will enter on confirmation tomorrow, looking great (no pos, yet)  ",1,,
ZNGA Wants to breakout. 3.76 is short-term resistance.  ,1,,
"user So, What That Mean? for DVAX",1,,
"The bank, the second largest in the U.S. by assets, reported revenue of $22.77 billion, down from $23 billion a yeaâ€¦ https://t.co/Vsgar9u1uV",-1,,
